anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,model_answer
Placeholder,sparse_bm25,Who were the two abbots at Fécamp Abbey?,William of Volpiano and John of Ravenna,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle [PERSON]",[PERSON] and [PERSON]
Placeholder,sparse_bm25,Where did the monks flee to?,southern Italy,"At [PERSON], a tradition of singing had developed and the choir achieved fame in Normandy. Under the [PERSON] abbot [PERSON], several monks of [PERSON] fled to southern Italy, where they were patronis",southern Italy
Placeholder,sparse_bm25,Who patronized the monks in Italy? ,Robert Guiscard,"At [PERSON], a tradition of singing had developed and the choir achieved fame in Normandy. Under the [PERSON] abbot [PERSON], several monks of [PERSON] fled to southern Italy, where they were patronis",[PERSON]
Placeholder,sparse_bm25,Who did Tesla work for in the 1880s?,Thomas Edison,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for [PERSON] in New York City. He soon struck out on his own with financial backe,[PERSON]
Placeholder,sparse_bm25,Tesla's induction motor and transformer was licensed by whom?,George Westinghouse,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for [PERSON] in New York City. He soon struck out on his own with financial backe,[PERSON]
Placeholder,sparse_bm25,Where did Tesla work with Edison?,New York City,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Edison Machine Works on Manhattan's lower east side
Placeholder,sparse_bm25,Who licensed Tesla's induction motor?,George Westinghouse,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for [PERSON] in New York City. He soon struck out on his own with financial backe,[PERSON]
Placeholder,sparse_bm25,Other than New York where did Tesla conduct experiments?,Colorado Springs,"In late 1886 Tesla met [PERSON], a Western Union superintendent, and New York attorney [PERSON]. The two men were experienced in setting up companies and promoting inventions and patents for financial",89 Liberty Street
Placeholder,sparse_bm25,Where was his unfinished project called?,Wardenclyffe Tower project,"Tesla went on to pursue his ideas of wireless lighting and electricity distribution in his high-voltage, high-frequency power experiments in New York and Colorado Springs, and made early (1893) pronou",Wardenclyffe Tower
Placeholder,sparse_bm25,Where did Tesla live for much of his life?,New York hotels,"Tesla was renowned for his achievements and showmanship, eventually earning him a reputation in popular culture as an archetypal ""mad scientist"". His patents earned him a considerable amount of money,",in a series of New York hotels
Placeholder,sparse_bm25,Who did Tesla credit for his abilities?,his mother's genetics,"Tesla was asocial and prone to seclude himself with his work. However, when he did engage in a social life, many people spoke very positively and admiringly of Tesla. [PERSON] described him as attaini","a scientist or engineer who was also a poet, a philosopher, an appreciator of fine music, a linguist, and a connoisseur of food and drink"
Placeholder,sparse_bm25,Where did Tesla believe his talents came from?,his mother's genetics and influence,"In 1870, Tesla moved to [PERSON], to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher [PERSON] Sekulić.:32 The classes were held in German, as it was a ",a math teacher [PERSON] Sekuli
Placeholder,sparse_bm25,Where did the family move in 1862?,"Gospić, Austrian Empire","Tesla was the fourth of five children. He had an older brother named [PERSON] and three sisters, Milka, [PERSON] and [PERSON]. [PERSON] was killed in a horse-riding accident when Nikola was five. In 1","[PERSON], Austrian Empire"
Placeholder,sparse_bm25,Who was Tesla influenced by while in school?,Martin Sekulić,"In 1870, Tesla moved to [PERSON], to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher [PERSON] Sekulić.:32 The classes were held in German, as it was a ",math teacher [PERSON] Sekuli
Placeholder,sparse_bm25,Who was Tesla's main influence in Karlovac?,Martin Sekulić,"In 1952, following pressure from Tesla's nephew, [PERSON], Tesla's entire estate was shipped to Belgrade in 80 trunks marked [PERSON] In 1957, Kosanović's secretary [PERSON] transported Tesla's ashes ",Kosanovi
Placeholder,sparse_bm25,Where did Tesla return to in 1873?,Smiljan,"In January 1880, two of Tesla's uncles put together enough money to help him leave [PERSON] for Prague where he was to study. Unfortunately, he arrived too late to enroll at Charles-Ferdinand Universi",Charles-Ferdinand University
Placeholder,sparse_bm25,Where did Tesla run to avoid the army draft?,Tomingaj,"Warsaw was occupied by Germany from 4 August 1915 until November 1918. The Allied Armistice terms required in Article 12 that Germany withdraw from areas controlled by Russia in 1914, which included W",on the eastern outskirts of the city in which the capital was successfully defended and the Red Army defeated
Placeholder,sparse_bm25,Whose works helped Tesla recover from illness?,Mark Twain,"In 1874, Tesla evaded being drafted into the Austro-Hungarian Army in Smiljan by running away to Tomingaj, near Gračac. There, he explored the mountains in hunter's garb. Tesla said that this contact ",[PERSON]
Placeholder,sparse_bm25,Where was Austrian Polytechnic located?,"Graz, Austria","Tesla was the fourth of five children. He had an older brother named [PERSON] and three sisters, Milka, [PERSON] and [PERSON]. [PERSON] was killed in a horse-riding accident when Nikola was five. In 1",Lower Real Gymnasium
Placeholder,sparse_bm25,Where did Tesla teach in Gospic?,Higher Real Gymnasium,"In the years after these rumors, neither Tesla nor Edison won the prize (although Edison did receive one of 38 possible bids in 1915 and Tesla did receive one of 38 possible bids in 1937).",unanswerable
Placeholder,sparse_bm25,Where did Tesla go upon leaving Gospic?,Prague,"After leaving Edison's company Tesla partnered with two businessmen in 1886, [PERSON] and [PERSON], who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manufactu",unanswerable
Placeholder,sparse_bm25,Where was Tesla hoping to attend classes in Prague?,Charles-Ferdinand University,"In 1870, Tesla moved to [PERSON], to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher [PERSON] Sekulić.:32 The classes were held in German, as it was a ",Austro-Hungarian Military Frontier
Placeholder,sparse_bm25,Who gave Tesla money to go to Prague?,two of Tesla's uncles,"Tesla later approached [PERSON] to ask for more funds to build a more powerful transmitter. When asked where all the money had gone, Tesla responded by saying that he was affected by the Panic of 1901",Morgan
Placeholder,sparse_bm25,Where did Tesla move in 1881?,Budapest,"In the years after these rumors, neither Tesla nor Edison won the prize (although Edison did receive one of 38 possible bids in 1915 and Tesla did receive one of 38 possible bids in 1937).",unanswerable
Placeholder,sparse_bm25,Which company did Tesla work for in 1881?,Budapest Telephone Exchange,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Edison
Placeholder,sparse_bm25,Where did Tesla work in Budapest?,a telegraph company,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",unanswerable
Placeholder,sparse_bm25,What was the name of the telegraph company Tesla returned to after it became functional?,Budapest Telephone Exchange,"In 1881, Tesla moved to Budapest to work under [PERSON] at a telegraph company, the Budapest Telephone Exchange. Upon arrival, Tesla realized that the company, then under construction, was not functio",the Budapest Telephone Exchange
Placeholder,sparse_bm25,Where was the Continental Edison Company located? ,France,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",France
Placeholder,sparse_bm25,"In June 1884, where did Tesla relocate? ",New York City,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",New York City
Placeholder,sparse_bm25,Who hired Tesla when he moved to New York?,Thomas Edison,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for [PERSON] in New York City. He soon struck out on his own with financial backe,[PERSON]
Placeholder,sparse_bm25,Where did Tesla begin working in 1884?,Edison Machine Works,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",New York City
Placeholder,sparse_bm25,Where did Tesla begin a new job at in 1882?,Continental Edison Company,"In January 1880, two of Tesla's uncles put together enough money to help him leave [PERSON] for Prague where he was to study. Unfortunately, he arrived too late to enroll at Charles-Ferdinand Universi",Charles-Ferdinand University
Placeholder,sparse_bm25,Where was the  Continental Edison Company located?,France,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",France
Placeholder,sparse_bm25,Who hired Tesla in New York?,Thomas Edison,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for [PERSON] in New York City. He soon struck out on his own with financial backe,[PERSON]
Placeholder,sparse_bm25,Where was Edison Machine Works located?,Manhattan's lower east side,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Manhattan's lower east side
